,data_id,event_date,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,clean_adm1,clean_adm2,clean_adm3,clean_adm4,latitude,longitude,source,source_scale,notes,fatalities
1187,8069595,2021-06-09,Protests,Peaceful protest,Protesters (Uganda),,6,,,0,60,Northern,Kole,Kole,Akalo,2.135,32.8461,URN (Uganda),National,"On 9 June 2021, local residents demonstrated against the decision of Lira city administrations to use their land as a burial ground in Akalo (Kole, Northern). [size=no report]",0.0
1188,8069606,2021-06-09,Protests,Peaceful protest,Protesters (Uganda),Miners (Uganda),6,,,0,60,Northern,Pakwach,Jonam,Panyan-go,2.5167,31.45,West Nile Web,National,"On 9 June 2021, small scale miners demonstrated against the requirement to register their activities with the local environmental and natural resources office in Panyan-go (Jonam, Pakwach). [size=no report]",0.0
1189,8069191,2021-06-08,Protests,Peaceful protest,Protesters (Uganda),,6,,,0,60,Central,Wakiso,Kyadondo,Kata,0.4775,32.5407,Bukedde Online,National,"On 8 June 2021, around 2000 local residents demonstrated over a land grabbing dispute that threatened to evict them of their land in Kata (Kyadondo, Wakiso). [size=around 2000]",0.0
1190,8069194,2021-06-08,Riots,Mob violence,Rioters (Uganda),Vigilante Group (Uganda),5,Civilians (Uganda),,7,57,Central,Kyankwanzi,Kiboga,Nsambya,1.2639,31.5086,Bukedde Online,National,"On 8 June 2021, a vigilante mob beat and killed a man who had previously stabbed and robbed a woman in Nsambya (Kiboga, Kyakwanzi). [size=no report]",1.0
1191,8069590,2021-06-08,Protests,Peaceful protest,Protesters (Uganda),,6,,,0,60,Central,Mukono,Mukono,Seeta,0.3758,32.7056,URN (Uganda),National,"On 8 June 2021, local residents demonstrated against the destruction of water pipes by a private water company, demanding compensation, in Seeta (Mukono, Central). [size=no report]",0.0
1192,8069596,2021-06-08,Riots,Violent demonstration,Rioters (Uganda),Street Traders (Uganda),5,Military Forces of Uganda (1986-) Local Defense Unit,,1,15,Northern,Adjumani,East Moyo,Apaa,3.0009,31.7816,URN (Uganda),National,"On 8 June 2021, hundreds of street traders violently demonstrated, with clubs, sticks and stones, against the blocks on market access in Apaa (East Moyo, Adjumani). LDU forces intervened to disperse demonstrators, and no fatalities or injuries were reported. [size=hundreds]",0.0
1193,8166669,2021-06-08,Protests,Peaceful protest,Protesters (Uganda),Street Traders (Uganda),6,,,0,60,Northern,Gulu,Gulu,Gulu,2.7667,32.3056,URN (Uganda),National,"On 8 June 2021, around 500 street traders demonstrated against their eviction from the streets in Gulu city (Northern). Police forces intervened to restore calm, and no fatalities or injuries were reported. [size=around 500]",0.0
1194,8069148,2021-06-07,Protests,Peaceful protest,Protesters (Uganda),,6,,,0,60,Northern,Arua,Terego,Ombokoro,3.2944,31.1861,URN (Uganda); Independent (Uganda),National,"On 7 June 2021, a group of around 100 local residents demonstrated against the closure of the only water well, due to a coronavirus infection, in Ombokoro village (Terego, Arua). [size=around 100]",0.0
1195,8069238,2021-06-07,Protests,Peaceful protest,Protesters (Uganda),Teachers (Uganda); Health Workers (Uganda),6,,,0,60,Central,Lwengo,Bukoto,Lwengo,-0.4161,31.4081,Daily Monitor (Uganda),National,"On 7 June 2021, around 300 health workers and teachers demonstrated over salary deductions in Lwengo (Bukoto, Central). [size=around 300]",0.0
1196,8069390,2021-06-07,Protests,Peaceful protest,Protesters (Uganda),,6,,,0,60,Central,Mukono,Mukono,Namilyango,0.339,32.718,New Vision (Uganda),National,"On 7 June 2021, some students' parents demonstrated against the closure of schools, complaining that they had already paid school fees, in Namilyango (Mukono, Central). [size=no report]",0.0
1197,8069587,2021-06-07,Protests,Peaceful protest,Protesters (Uganda),,6,,,0,60,Central,Kyotera,Kyotera,Kyotera,-0.631,31.5445,URN (Uganda),National,"On 7 June 2021, local residents demonstrated against the alleged inappropriate compensations for being affected by an oil company business, in different locations of Kyotera district (Central). [size=no report]",0.0
1198,8069592,2021-06-07,Battles,Armed clash,Military Forces of Uganda (1986-),Police Forces of Uganda (1986-),1,Karamajong Ethnic Militia (Uganda),,4,14,Northern,Moroto,Moroto,Moroto,2.5329,34.6575,URN (Uganda),National,"On 7 June 2021, national military and police forces clashed with Karamajong militia in Moroto city (Northern), over a cattle dispute. One militiaman was killed, and another was seriously injured.",1.0
1199,8069599,2021-06-07,Protests,Peaceful protest,Protesters (Uganda),Pastoralists (Uganda),6,,,0,60,Northern,Kitgum,Kitgum,Kitgum,3.2783,32.8867,URN (Uganda),National,"On 7 June 2021, 40 people demonstrated in front of the local government headquarters, demanding compensation for the loss of livestock due to the war, in Kitgum (Northern). [size=40]",0.0
1200,8166185,2021-06-07,Protests,Peaceful protest,Protesters (Uganda),,6,,,0,60,Western,Kyenjojo,Mwenge,Katooke,0.7583,30.6825,Bukedde Online,National,"On 7 June 2021, local residents demonstrated against the coronavirus restrictions in Katooke (Mwenge, Kyenjojo). LDU forces intervened to restore calm, and no fatalities or injuries were reported. [size=no report]",0.0
1201,8166677,2021-06-07,Protests,Peaceful protest,Protesters (Uganda),Students (Uganda),6,,,0,60,Central,Mukono,Mukono,Mukono,0.3533,32.7553,Weekly Observer,National,"On 7 June 2021, several students, who were returning to their residences outside the city, demonstrated against the excessive charges for transports in Mukono (Central). [size=several]",0.0
1202,8424344,2021-06-07,Protests,Peaceful protest,Protesters (Uganda),Farmers (Uganda),6,,,0,60,Western,Bundibugyo,Bwamba,Bundibugyo,0.7414,30.0417,URN (Uganda),National,"On 7 June 2021, cocoa farmers demonstrated over the critical fall in the prices of their production, in different locations of Bundibugyo district (Western). [size=no report]",0.0
1203,9385898,2021-06-07,Strategic developments,Looting/property destruction,ADF: Allied Democratic Forces,,2,Civilians (Uganda),,7,27,Central,Kampala,Kampala,Kampala,0.3156,32.5656,New Vision (Uganda),National,"Looting: On 7 June 2021, ADF stole an unspecified amount of money from a businessman at Green Hill Academy in Kampala (Kampala, Central). The money was used to finance ADF activities.",0.0
1204,8069597,2021-06-06,Riots,Mob violence,Rioters (Uganda),Vigilante Group (Uganda),5,Civilians (Uganda),Police Forces of Uganda (1986-),7,57,Eastern,Bugiri,Bukooli,Muwayo,0.5317,33.9301,URN (Uganda),National,"On 6 June 2021, a vigilante mob beat a man after he had committed violence against his wife, in Muwayo (Bugiri, Eastern). The man was seriously injured, and police forces intervened to arrest him and to calm the mob. [size=no report]",0.0
1205,8069607,2021-06-06,Protests,Peaceful protest,Protesters (Uganda),,6,,,0,60,Northern,Arua,Vurra,Ajia,2.9363,31.0594,West Nile Web,National,"On 6 June 2021, local residents, together with Civil Society organizations, demonstrated against the health, economic, and environmental damages caused by a tobacco company business in Ajia (Vurra, Arua). [size=no report]",0.0
1206,8059412,2021-06-04,Riots,Mob violence,Rioters (Uganda),Vigilante Group (Uganda),5,Civilians (Uganda),,7,57,Central,Mukono,Mukono,Namanve,0.3575,32.6942,Independent (Uganda); URN (Uganda),National,"On 4 June 2021, a vigilante mob beat and killed two suspected thieves in Namanve (Mukono, Central). [size=no report]",2.0
1207,8059474,2021-06-04,Protests,Peaceful protest,Protesters (Uganda),Muslim Group (Uganda),6,,,0,60,Central,Kalungu,Kalungu,Lukaya,-0.1451,31.8781,Bukedde Online,National,"On 4 June 2021, a muslim group demonstrated against the lack of clean water, demanding from the local administration to act, in Lukaya (Kalungu, Central). [size=no report]",0.0
1208,8059475,2021-06-04,Riots,Mob violence,Rioters (Uganda),Vigilante Group (Uganda),5,Civilians (Uganda),,7,57,Central,Kayunga,Ntenjeru,Nsiima,0.6586,33.0363,Bukedde Online,National,"On 4 June 2021, a mob composed of local residents beat a group of people who had tried to expropriate the land of some families in Nsiima (Ntenjeru, Kayunga). [size=no report]",0.0
1209,8059408,2021-06-03,Protests,Peaceful protest,Protesters (Uganda),Students (Uganda),6,,,0,60,Northern,Gulu,Gulu,Gulu,2.7667,32.3056,URN (Uganda); Independent (Uganda),National,"On 3 June 2021, college students demonstrated against the increase in tuition fees in Gulu city (Northern). [size=no report]",0.0
1210,8059409,2021-06-03,Strategic developments,Change to group/activity,Military Forces of Uganda (1986-),Police Forces of Uganda (1986-) Anti-Stock Theft Unit,1,,,0,10,Northern,Nabilatuk,Pian,Nabilatuk,2.0206,34.5842,Independent (Uganda); URN (Uganda),National,"Security measures: On 3 June 2021, the national military forces and the police anti-theft unit heavily deployed in Nabilatuk district, in order to avoid violence and theft related to cattle disputes.",0.0
1211,8059410,2021-06-03,Strategic developments,Change to group/activity,Military Forces of Uganda (1986-),Police Forces of Uganda (1986-) Anti-Stock Theft Unit,1,,,0,10,Northern,Napak,Bokora,Napak,2.3724,34.2482,URN (Uganda); Independent (Uganda),National,"Security measures: On 3 June 2021, the national military forces and the police anti-theft unit heavily deployed in Napak district, in order to avoid violence and theft related to cattle disputes.",0.0
1212,8059411,2021-06-03,Protests,Peaceful protest,Protesters (Uganda),Street Traders (Uganda),6,,,0,60,Central,Masaka,Bukoto,Nyendo,-0.2939,31.735,URN (Uganda); Independent (Uganda),National,"On 3 June 2021, street traders demonstrated against the death of their colleague in prison, allegedly caused by the police forces, in Nyendo (Bukoto, Masaka). [size=no report]",0.0
1213,8059473,2021-06-03,Protests,Peaceful protest,Protesters (Uganda),,6,,,0,60,Central,Butambala,Butambala,Gombe,0.1806,32.1157,Bukedde Online,National,"On 3 June 2021, local residents demonstrated against the arrest of a group of youth accused of 'rioting' in Gombe (Butambala, Central). [size=no report]",0.0
1214,8059515,2021-06-03,Protests,Peaceful protest,Protesters (Uganda),Christian Group (Uganda),6,,,0,60,Central,Wakiso,Kira,Namugongo,0.3825,32.6464,Daily Monitor (Uganda),National,"On 3 June 2021, a christian group demonstrated demanding access to the Martyrs Day ceremony in Namugongo (Kira, Wakiso). Some local residents opposed to this demonstration, and there were risks of clashes between christians and the local community. [size=no report]",0.0
1215,8059822,2021-06-03,Violence against civilians,Attack,Unidentified Armed Group (Uganda),,3,Civilians (Uganda),Police Forces of Uganda (1986-),7,37,Western,Kabale,Kabale,Kabale,-1.2483,29.9897,URN (Uganda),National,"On 3 June 2021, an unidentified group assaulted and stabbed an off-duty policeman in Kabale (Western). The victim was seriously injuried.",0.0
1216,8059406,2021-06-02,Protests,Protest with intervention,Protesters (Uganda),Students (Uganda),6,Police Forces of Uganda (1986-),,1,16,Northern,Gulu,Gulu,Gulu,2.7667,32.3056,Independent (Uganda); URN (Uganda),National,"On 2 June 2021, college students demonstrated against the increase in tuition fees in Gulu city (Northern). Police forces intervened to disperse the demonstrators. [size=no report]",0.0
1217,8059407,2021-06-02,Strategic developments,Arrests,Police Forces of Uganda (1986-),,1,Civilians (Uganda),Street Traders (Uganda),7,17,Eastern,Jinja,Jinja,Jinja,0.4389,33.2031,URN (Uganda); Independent (Uganda),National,"On 2 June 2021, police forces arrested 40 street traders accused of violating the curfew in Jinja city (Eastern).",0.0
1218,8059490,2021-06-02,Violence against civilians,Attack,Unidentified Armed Group (Uganda),,3,Civilians (Uganda),Private Security Forces (Uganda),7,37,Central,Kampala,Kampala,Bugolobi,0.3167,32.6167,Chimp Reports,National,"On 2 June 2021, an unidentified armed group shot dead two security guards, with no evidence of a previous clash between the parties, in Bugolobi (Kampala, Central). The reason for killings was probably related to a land grabbing dispute.",2.0
1219,8059491,2021-06-02,Strategic developments,Change to group/activity,Military Forces of Uganda (1986-),Police Forces of Uganda (1986-),1,,,0,10,Western,Rukiga,Rukiga,Bukinda,-1.203,30.1241,Chimp Reports,National,"Movement of forces: On 2 June 2021, national military and police forces were heavily deployed in Rukiga district (Western) (coded as Bukinda), against the threat of Rwandan soldiers crossing the border.",0.0
1220,8059836,2021-06-02,Violence against civilians,Attack,Unidentified Armed Group (Uganda),,3,Civilians (Uganda),Labour Group (Uganda),7,37,Central,Lwengo,Bukoto,Kanku,-0.4667,31.4833,Weekly Observer,National,"On 2 June 2021, an unidentified armed group shot an important coffee dealer and his brother in Kanku (Bukoto, Lwengo). One fatality and one serious injury were reported. This attack was perpetrated by unidentified gunmen, and happened one day after the attack against General Katumba.",1.0
1221,8059514,2021-06-01,Strategic developments,Looting/property destruction,Military Forces of Uganda (1986-) Local Defense Unit,,1,Civilians (Uganda),Pastoralists (Uganda),7,17,Northern,Nabilatuk,Pian,Nabilatuk,2.0206,34.5842,Daily Monitor (Uganda),National,"Looting: On 1 June 2021, LDU military forces raided 200 cattle from local population in Nabilatuk district (Northern).",0.0
1222,8366512,2021-06-01,Violence against civilians,Attack,ADF: Allied Democratic Forces,,2,Civilians (Uganda),Government of Uganda (1986-); Former Military Forces of Uganda (1986-); Labour Group (Uganda),7,27,Central,Kampala,Kampala,Bukoto,0.3531,32.6,Daily Monitor (Uganda); Chimp Reports; URN (Uganda),National,"On 1 June 2021, an ADF commando of four armed men attacked the Minister of Transport's (and former general of military forces) car, with the minister, his daughter and a driver on board, in Bukoto (Kampala, Central). Minister's daughter and the driver were shot dead, while the minister and a civilian were seriously injured.",2.0
1223,8059517,2021-05-31,Protests,Protest with intervention,Protesters (Uganda),,6,Police Forces of Uganda (1986-),,1,16,Eastern,Kamuli,Kamuli,Kamuli,0.9472,33.1197,Daily Monitor (Uganda),National,"On 31 May 2021, a group of youth demonstrated over the death of a young man, killed by a policeman the previous day, in Kamuli (Eastern). Police forces intervened with tear gas and live bullets to suppress the demonstration. [size=no report]",0.0
1224,8059668,2021-05-31,Strategic developments,Arrests,Police Forces of Uganda (1986-),,1,Civilians (Uganda),LGBT (Uganda),7,17,Central,Wakiso,Nansana,Nansana,0.3639,32.5286,Nile Post,National,"On 31 May 2021, police forces arrested 44 people who had organized and were attending a LGBT marriage in Nansana (Wakiso, Central).",0.0
1225,8059819,2021-05-31,Riots,Mob violence,Rioters (Uganda),Vigilante Group (Uganda),5,Civilians (Uganda),,7,57,Eastern,Pallisa,Pallisa,Pallisa,1.1676,33.7096,URN (Uganda),National,"On 31 May 2021, local residents burnt and destroyed a vehicle that was driven by alleged cattle thieves in Pallisa (Eastern). [size=no report]",0.0
1226,8059827,2021-05-31,Riots,Violent demonstration,Rioters (Uganda),,5,Police Forces of Uganda (1986-),Civilians (Uganda),1,15,Eastern,Katakwi,Katakwi,Katakwi,1.9143,33.9564,URN (Uganda),National,"On 31 May 2021, local residents violently demonstrated over the death of a man, killed by a mob the previous day, in Katakwi area (Eastern). The group of demonstrators engaged in violent acts, destroying private properties. Police forces intervened and arrested seven people. [size=no report]",0.0
